STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
1,0,Alabama,Alabama,4779736,4903185
1,1,Alabama,Autauga County,54571,55869
1,3,Alabama,Baldwin County,182265,223234
1,5,Alabama,Barbour County,27457,24686
1,7,Alabama,Bibb County,22915,22394
1,9,Alabama,Blount County,57322,57826
1,11,Alabama,Bullock County,10914,10101
1,13,Alabama,Butler County,20947,19448
1,15,Alabama,Calhoun County,118572,113605
1,17,Alabama,Chambers County,34215,33254
1,19,Alabama,Cherokee County,25989,26196
1,21,Alabama,Chilton County,43643,44428
1,23,Alabama,Choctaw County,13859,12589
1,25,Alabama,Clarke County,25833,23622
1,27,Alabama,Clay County,13932,13235
1,29,Alabama,Cleburne County,14972,14910
1,31,Alabama,Coffee County,49948,52342
1,33,Alabama,Colbert County,54428,55241
1,35,Alabama,Conecuh County,13228,12067
1,37,Alabama,Coosa County,11539,10663
1,39,Alabama,Covington County,37765,37049
1,41,Alabama,Crenshaw County,13906,13772
1,43,Alabama,Cullman County,80406,83768
1,45,Alabama,Dale County,50251,49172
1,47,Alabama,Dallas County,43820,37196
1,49,Alabama,DeKalb County,71109,71513
1,51,Alabama,Elmore County,79303,81209
1,53,Alabama,Escambia County,38319,36633
1,55,Alabama,Etowah County,104430,102268
1,57,Alabama,Fayette County,17241,16302
1,59,Alabama,Franklin County,31704,31362
1,61,Alabama,Geneva County,26790,26271
1,63,Alabama,Greene County,9045,8111
1,65,Alabama,Hale County,15760,14651
1,67,Alabama,Henry County,17302,17205
1,69,Alabama,Houston County,101547,105882
1,71,Alabama,Jackson County,53227,51626
1,73,Alabama,Jefferson County,658466,658573
1,75,Alabama,Lamar County,14564,13805
1,77,Alabama,Lauderdale County,92709,92729
1,79,Alabama,Lawrence County,34339,32924
1,81,Alabama,Lee County,140247,164542
1,83,Alabama,Limestone County,82782,98915
1,85,Alabama,Lowndes County,11299,9726
1,87,Alabama,Macon County,21452,18068
1,89,Alabama,Madison County,334811,372909
1,91,Alabama,Marengo County,21027,18863
1,93,Alabama,Marion County,30776,29709
1,95,Alabama,Marshall County,93019,96774
1,97,Alabama,Mobile County,412992,413210
1,99,Alabama,Monroe County,23068,20733
1,101,Alabama,Montgomery County,229363,226486
1,103,Alabama,Morgan County,119490,119679
1,105,Alabama,Perry County,10591,8923
1,107,Alabama,Pickens County,19746,19930
1,109,Alabama,Pike County,32899,33114
1,111,Alabama,Randolph County,22913,22722
1,113,Alabama,Russell County,52947,57961
1,115,Alabama,St. Clair County,83593,89512
1,117,Alabama,Shelby County,195085,217702
1,119,Alabama,Sumter County,13763,12427
1,121,Alabama,Talladega County,82291,79978
1,123,Alabama,Tallapoosa County,41616,40367
1,125,Alabama,Tuscaloosa County,194656,209355
1,127,Alabama,Walker County,67023,63521
1,129,Alabama,Washington County,17581,16326
1,131,Alabama,Wilcox County,11670,10373
1,133,Alabama,Winston County,24484,23629
2,0,Alaska,Alaska,710231,731545
2,13,Alaska,Aleutians East Borough,3141,3337
2,16,Alaska,Aleutians West Census Area,5561,5634
2,20,Alaska,Anchorage Municipality,291826,288000
2,50,Alaska,Bethel Census Area,17013,18386
2,60,Alaska,Bristol Bay Borough,997,836
2,68,Alaska,Denali Borough,1826,2097
2,70,Alaska,Dillingham Census Area,4847,4916
2,90,Alaska,Fairbanks North Star Borough,97581,96849
2,100,Alaska,Haines Borough,2508,2530
2,105,Alaska,Hoonah-Angoon Census Area,2150,2148
2,110,Alaska,Juneau City and Borough,31275,31974
2,122,Alaska,Kenai Peninsula Borough,55400,58708
2,130,Alaska,Ketchikan Gateway Borough,13477,13901
2,150,Alaska,Kodiak Island Borough,13592,12998
2,158,Alaska,Kusilvak Census Area,7459,8314
2,164,Alaska,Lake and Peninsula Borough,1631,1592
2,170,Alaska,Matanuska-Susitna Borough,88995,108317
2,180,Alaska,Nome Census Area,9492,10004
2,185,Alaska,North Slope Borough,9430,9832
2,188,Alaska,Northwest Arctic Borough,7523,7621
2,195,Alaska,Petersburg Borough,3815,3266
2,198,Alaska,Prince of Wales-Hyder Census Area,5559,6203
2,220,Alaska,Sitka City and Borough,8881,8493
2,230,Alaska,Skagway Municipality,968,1183
2,240,Alaska,Southeast Fairbanks Census Area,7029,6893
2,261,Alaska,Valdez-Cordova Census Area,9636,9202
2,275,Alaska,Wrangell City and Borough,2369,2502
2,282,Alaska,Yakutat City and Borough,662,579
2,290,Alaska,Yukon-Koyukuk Census Area,5588,5230
4,0,Arizona,Arizona,6392017,7278717
4,1,Arizona,Apache County,71518,71887
4,3,Arizona,Cochise County,131346,125922
4,5,Arizona,Coconino County,134421,143476
4,7,Arizona,Gila County,53597,54018
4,9,Arizona,Graham County,37220,38837
4,11,Arizona,Greenlee County,8437,9498
4,12,Arizona,La Paz County,20489,21108
4,13,Arizona,Maricopa County,3817117,4485414
4,15,Arizona,Mohave County,200186,212181
4,17,Arizona,Navajo County,107449,110924
4,19,Arizona,Pima County,980263,1047279
4,21,Arizona,Pinal County,375770,462789
4,23,Arizona,Santa Cruz County,47420,46498
4,25,Arizona,Yavapai County,211033,235099
4,27,Arizona,Yuma County,195751,213787
5,0,Arkansas,Arkansas,2915918,3017804
5,1,Arkansas,Arkansas County,19019,17486
5,3,Arkansas,Ashley County,21853,19657
5,5,Arkansas,Baxter County,41513,41932
5,7,Arkansas,Benton County,221339,279141
5,9,Arkansas,Boone County,36903,37432
5,11,Arkansas,Bradley County,11508,10763
5,13,Arkansas,Calhoun County,5368,5189
5,15,Arkansas,Carroll County,27446,28380
5,17,Arkansas,Chicot County,11800,10118
5,19,Arkansas,Clark County,22995,22320
5,21,Arkansas,Clay County,16083,14551
5,23,Arkansas,Cleburne County,25970,24919
5,25,Arkansas,Cleveland County,8689,7956
5,27,Arkansas,Columbia County,24552,23457
5,29,Arkansas,Conway County,21273,20846
5,31,Arkansas,Craighead County,96443,110332
5,33,Arkansas,Crawford County,61948,63257
5,35,Arkansas,Crittenden County,50902,47955
5,37,Arkansas,Cross County,17870,16419
5,39,Arkansas,Dallas County,8116,7009
5,41,Arkansas,Desha County,13008,11361
5,43,Arkansas,Drew County,18509,18219
5,45,Arkansas,Faulkner County,113237,126007
5,47,Arkansas,Franklin County,18125,17715
5,49,Arkansas,Fulton County,12245,12477
5,51,Arkansas,Garland County,96024,99386
5,53,Arkansas,Grant County,17853,18265
5,55,Arkansas,Greene County,42090,45325
5,57,Arkansas,Hempstead County,22609,21532
5,59,Arkansas,Hot Spring County,32923,33771
5,61,Arkansas,Howard County,13789,13202
5,63,Arkansas,Independence County,36647,37825
5,65,Arkansas,Izard County,13696,13629
5,67,Arkansas,Jackson County,17997,16719
5,69,Arkansas,Jefferson County,77435,66824
5,71,Arkansas,Johnson County,25540,26578
5,73,Arkansas,Lafayette County,7645,6624
5,75,Arkansas,Lawrence County,17415,16406
5,77,Arkansas,Lee County,10424,8857
5,79,Arkansas,Lincoln County,14134,13024
5,81,Arkansas,Little River County,13171,12259
5,83,Arkansas,Logan County,22353,21466
5,85,Arkansas,Lonoke County,68356,73309
5,87,Arkansas,Madison County,15717,16576
5,89,Arkansas,Marion County,16653,16694
5,91,Arkansas,Miller County,43462,43257
5,93,Arkansas,Mississippi County,46480,40651
5,95,Arkansas,Monroe County,8149,6701
5,97,Arkansas,Montgomery County,9487,8986
5,99,Arkansas,Nevada County,8997,8252
5,101,Arkansas,Newton County,8330,7753
5,103,Arkansas,Ouachita County,26120,23382
5,105,Arkansas,Perry County,10445,10455
5,107,Arkansas,Phillips County,21757,17782
5,109,Arkansas,Pike County,11291,10718
5,111,Arkansas,Poinsett County,24583,23528
5,113,Arkansas,Polk County,20662,19964
5,115,Arkansas,Pope County,61754,64072
5,117,Arkansas,Prairie County,8715,8062
5,119,Arkansas,Pulaski County,382748,391911
5,121,Arkansas,Randolph County,17969,17958
5,123,Arkansas,St. Francis County,28258,24994
5,125,Arkansas,Saline County,107118,122437
5,127,Arkansas,Scott County,11233,10281
5,129,Arkansas,Searcy County,8195,7881
5,131,Arkansas,Sebastian County,125744,127827
5,133,Arkansas,Sevier County,17058,17007
5,135,Arkansas,Sharp County,17264,17442
5,137,Arkansas,Stone County,12394,12506
5,139,Arkansas,Union County,41639,38682
5,141,Arkansas,Van Buren County,17295,16545
5,143,Arkansas,Washington County,203065,239187
5,145,Arkansas,White County,77076,78753
5,147,Arkansas,Woodruff County,7260,6320
5,149,Arkansas,Yell County,22185,21341
6,0,California,California,37253956,39512223
6,1,California,Alameda County,1510271,1671329
6,3,California,Alpine County,1175,1129
6,5,California,Amador County,38091,39752
6,7,California,Butte County,220000,219186
6,9,California,Calaveras County,45578,45905
6,11,California,Colusa County,21419,21547
6,13,California,Contra Costa County,1049025,1153526
6,15,California,Del Norte County,28610,27812
6,17,California,El Dorado County,181058,192843
6,19,California,Fresno County,930450,999101
6,21,California,Glenn County,28122,28393
6,23,California,Humboldt County,134623,135558
6,25,California,Imperial County,174528,181215
6,27,California,Inyo County,18546,18039
6,29,California,Kern County,839631,900202
6,31,California,Kings County,152982,152940
6,33,California,Lake County,64665,64386
6,35,California,Lassen County,34895,30573
6,37,California,Los Angeles County,9818605,10039107
6,39,California,Madera County,150865,157327
6,41,California,Marin County,252409,258826
6,43,California,Mariposa County,18251,17203
6,45,California,Mendocino County,87841,86749
6,47,California,Merced County,255793,277680
6,49,California,Modoc County,9686,8841
6,51,California,Mono County,14202,14444
6,53,California,Monterey County,415057,434061
6,55,California,Napa County,136484,137744
6,57,California,Nevada County,98764,99755
6,59,California,Orange County,3010232,3175692
6,61,California,Placer County,348432,398329
6,63,California,Plumas County,20007,18807
6,65,California,Riverside County,2189641,2470546
6,67,California,Sacramento County,1418788,1552058
6,69,California,San Benito County,55269,62808
6,71,California,San Bernardino County,2035210,2180085
6,73,California,San Diego County,3095313,3338330
6,75,California,San Francisco County,805235,881549
6,77,California,San Joaquin County,685306,762148
6,79,California,San Luis Obispo County,269637,283111
6,81,California,San Mateo County,718451,766573
6,83,California,Santa Barbara County,423895,446499
6,85,California,Santa Clara County,1781642,1927852
6,87,California,Santa Cruz County,262382,273213
6,89,California,Shasta County,177223,180080
6,91,California,Sierra County,3240,3005
6,93,California,Siskiyou County,44900,43539
6,95,California,Solano County,413344,447643
6,97,California,Sonoma County,483878,494336
6,99,California,Stanislaus County,514453,550660
6,101,California,Sutter County,94737,96971
6,103,California,Tehama County,63463,65084
6,105,California,Trinity County,13786,12285
6,107,California,Tulare County,442179,466195
6,109,California,Tuolumne County,55365,54478
6,111,California,Ventura County,823318,846006
6,113,California,Yolo County,200849,220500
6,115,California,Yuba County,72155,78668
8,0,Colorado,Colorado,5029196,5758736
8,1,Colorado,Adams County,441603,517421
8,3,Colorado,Alamosa County,15445,16233
8,5,Colorado,Arapahoe County,572003,656590
8,7,Colorado,Archuleta County,12084,14029
8,9,Colorado,Baca County,3788,3581
8,11,Colorado,Bent County,6499,5577
8,13,Colorado,Boulder County,294567,326196
8,14,Colorado,Broomfield County,55889,70465
8,15,Colorado,Chaffee County,17809,20356
8,17,Colorado,Cheyenne County,1836,1831
8,19,Colorado,Clear Creek County,9088,9700
8,21,Colorado,Conejos County,8256,8205
8,23,Colorado,Costilla County,3524,3887
8,25,Colorado,Crowley County,5823,6061
8,27,Colorado,Custer County,4255,5068
8,29,Colorado,Delta County,30952,31162
8,31,Colorado,Denver County,600158,727211
8,33,Colorado,Dolores County,2064,2055
8,35,Colorado,Douglas County,285465,351154
8,37,Colorado,Eagle County,52197,55127
8,39,Colorado,Elbert County,23086,26729
8,41,Colorado,El Paso County,622263,720403
8,43,Colorado,Fremont County,46824,47839
8,45,Colorado,Garfield County,56389,60061
8,47,Colorado,Gilpin County,5441,6243
8,49,Colorado,Grand County,14843,15734
8,51,Colorado,Gunnison County,15324,17462
8,53,Colorado,Hinsdale County,843,820
8,55,Colorado,Huerfano County,6711,6897
8,57,Colorado,Jackson County,1394,1392
8,59,Colorado,Jefferson County,534543,582881
8,61,Colorado,Kiowa County,1398,1406
8,63,Colorado,Kit Carson County,8270,7097
8,65,Colorado,Lake County,7310,8127
8,67,Colorado,La Plata County,51334,56221
8,69,Colorado,Larimer County,299630,356899
8,71,Colorado,Las Animas County,15507,14506
8,73,Colorado,Lincoln County,5467,5701
8,75,Colorado,Logan County,22709,22409
8,77,Colorado,Mesa County,146723,154210
8,79,Colorado,Mineral County,712,769
8,81,Colorado,Moffat County,13795,13283
8,83,Colorado,Montezuma County,25535,26183
8,85,Colorado,Montrose County,41276,42758
8,87,Colorado,Morgan County,28159,29068
8,89,Colorado,Otero County,18831,18278
8,91,Colorado,Ouray County,4436,4952
8,93,Colorado,Park County,16206,18845
8,95,Colorado,Phillips County,4442,4265
8,97,Colorado,Pitkin County,17148,17767
8,99,Colorado,Prowers County,12551,12172
8,101,Colorado,Pueblo County,159063,168424
8,103,Colorado,Rio Blanco County,6666,6324
8,105,Colorado,Rio Grande County,11982,11267
8,107,Colorado,Routt County,23509,25638
8,109,Colorado,Saguache County,6108,6824
8,111,Colorado,San Juan County,699,728
8,113,Colorado,San Miguel County,7359,8179
8,115,Colorado,Sedgwick County,2379,2248
8,117,Colorado,Summit County,27994,31011
8,119,Colorado,Teller County,23350,25388
8,121,Colorado,Washington County,4814,4908
8,123,Colorado,Weld County,252825,324492
8,125,Colorado,Yuma County,10043,10019
9,0,Connecticut,Connecticut,3574097,3565287
9,1,Connecticut,Fairfield County,916829,943332
9,3,Connecticut,Hartford County,894014,891720
9,5,Connecticut,Litchfield County,189927,180333
9,7,Connecticut,Middlesex County,165676,162436
9,9,Connecticut,New Haven County,862477,854757
9,11,Connecticut,New London County,274055,265206
9,13,Connecticut,Tolland County,152691,150721
9,15,Connecticut,Windham County,118428,116782
10,0,Delaware,Delaware,897934,973764
10,1,Delaware,Kent County,162310,180786
10,3,Delaware,New Castle County,538479,558753
10,5,Delaware,Sussex County,197145,234225
11,0,District of Columbia,District of Columbia,601723,705749
11,1,District of Columbia,District of Columbia,601723,705749
12,0,Florida,Florida,18801310,21477737
12,1,Florida,Alachua County,247336,269043
12,3,Florida,Baker County,27115,29210
12,5,Florida,Bay County,168852,174705
12,7,Florida,Bradford County,28520,28201
12,9,Florida,Brevard County,543376,601942
12,11,Florida,Broward County,1748066,1952778
12,13,Florida,Calhoun County,14625,14105
12,15,Florida,Charlotte County,159978,188910
12,17,Florida,Citrus County,141236,149657
12,19,Florida,Clay County,190865,219252
12,21,Florida,Collier County,321520,384902
12,23,Florida,Columbia County,67531,71686
12,27,Florida,DeSoto County,34862,38001
12,29,Florida,Dixie County,16422,16826
12,31,Florida,Duval County,864263,957755
12,33,Florida,Escambia County,297619,318316
12,35,Florida,Flagler County,95696,115081
12,37,Florida,Franklin County,11549,12125
12,39,Florida,Gadsden County,46389,45660
12,41,Florida,Gilchrist County,16939,18582
12,43,Florida,Glades County,12884,13811
12,45,Florida,Gulf County,15863,13639
12,47,Florida,Hamilton County,14799,14428
12,49,Florida,Hardee County,27731,26937
12,51,Florida,Hendry County,39140,42022
12,53,Florida,Hernando County,172778,193920
12,55,Florida,Highlands County,98786,106221
12,57,Florida,Hillsborough County,1229226,1471968
12,59,Florida,Holmes County,19927,19617
12,61,Florida,Indian River County,138028,159923
12,63,Florida,Jackson County,49746,46414
12,65,Florida,Jefferson County,14761,14246
12,67,Florida,Lafayette County,8870,8422
12,69,Florida,Lake County,297052,367118
12,71,Florida,Lee County,618754,770577
12,73,Florida,Leon County,275487,293582
12,75,Florida,Levy County,40801,41503
12,77,Florida,Liberty County,8365,8354
12,79,Florida,Madison County,19224,18493
12,81,Florida,Manatee County,322833,403253
12,83,Florida,Marion County,331298,365579
12,85,Florida,Martin County,146318,161000
12,86,Florida,Miami-Dade County,2496435,2716940
12,87,Florida,Monroe County,73090,74228
12,89,Florida,Nassau County,73314,88625
12,91,Florida,Okaloosa County,180822,210738
12,93,Florida,Okeechobee County,39996,42168
12,95,Florida,Orange County,1145956,1393452
12,97,Florida,Osceola County,268685,375751
12,99,Florida,Palm Beach County,1320134,1496770
12,101,Florida,Pasco County,464697,553947
12,103,Florida,Pinellas County,916542,974996
12,105,Florida,Polk County,602095,724777
12,107,Florida,Putnam County,74364,74521
12,109,Florida,St. Johns County,190039,264672
12,111,Florida,St. Lucie County,277789,328297
12,113,Florida,Santa Rosa County,151372,184313
12,115,Florida,Sarasota County,379448,433742
12,117,Florida,Seminole County,422718,471826
12,119,Florida,Sumter County,93420,132420
12,121,Florida,Suwannee County,41551,44417
12,123,Florida,Taylor County,22570,21569
12,125,Florida,Union County,15535,15237
12,127,Florida,Volusia County,494593,553284
12,129,Florida,Wakulla County,30776,33739
12,131,Florida,Walton County,55043,74071
12,133,Florida,Washington County,24896,25473
13,0,Georgia,Georgia,9687653,10617423
13,1,Georgia,Appling County,18236,18386
13,3,Georgia,Atkinson County,8375,8165
13,5,Georgia,Bacon County,11096,11164
13,7,Georgia,Baker County,3451,3038
13,9,Georgia,Baldwin County,45720,44890
13,11,Georgia,Banks County,18395,19234
13,13,Georgia,Barrow County,69367,83240
13,15,Georgia,Bartow County,100157,107738
13,17,Georgia,Ben Hill County,17634,16700
13,19,Georgia,Berrien County,19286,19397
13,21,Georgia,Bibb County,155547,153159
13,23,Georgia,Bleckley County,13063,12873
13,25,Georgia,Brantley County,18411,19109
13,27,Georgia,Brooks County,16243,15457
13,29,Georgia,Bryan County,30233,39627
13,31,Georgia,Bulloch County,70217,79608
13,33,Georgia,Burke County,23316,22383
13,35,Georgia,Butts County,23655,24936
13,37,Georgia,Calhoun County,6694,6189
13,39,Georgia,Camden County,50513,54666
13,43,Georgia,Candler County,10998,10803
13,45,Georgia,Carroll County,110527,119992
13,47,Georgia,Catoosa County,63942,67580
13,49,Georgia,Charlton County,12171,13392
13,51,Georgia,Chatham County,265128,289430
13,53,Georgia,Chattahoochee County,11267,10907
13,55,Georgia,Chattooga County,26015,24789
13,57,Georgia,Cherokee County,214346,258773
13,59,Georgia,Clarke County,116714,128331
13,61,Georgia,Clay County,3183,2834
13,63,Georgia,Clayton County,259424,292256
13,65,Georgia,Clinch County,6798,6618
13,67,Georgia,Cobb County,688078,760141
13,69,Georgia,Coffee County,42356,43273
13,71,Georgia,Colquitt County,45498,45600
13,73,Georgia,Columbia County,124053,156714
13,75,Georgia,Cook County,17212,17270
13,77,Georgia,Coweta County,127317,148509
13,79,Georgia,Crawford County,12630,12404
13,81,Georgia,Crisp County,23439,22372
13,83,Georgia,Dade County,16633,16116
13,85,Georgia,Dawson County,22330,26108
13,87,Georgia,Decatur County,27842,26404
13,89,Georgia,DeKalb County,691893,759297
13,91,Georgia,Dodge County,21796,20605
13,93,Georgia,Dooly County,14918,13390
13,95,Georgia,Dougherty County,94565,87956
13,97,Georgia,Douglas County,132403,146343
13,99,Georgia,Early County,11008,10190
13,101,Georgia,Echols County,4034,4006
13,103,Georgia,Effingham County,52250,64296
13,105,Georgia,Elbert County,20166,19194
13,107,Georgia,Emanuel County,22598,22646
13,109,Georgia,Evans County,11000,10654
13,111,Georgia,Fannin County,23682,26188
13,113,Georgia,Fayette County,106567,114421
13,115,Georgia,Floyd County,96317,98498
13,117,Georgia,Forsyth County,175511,244252
13,119,Georgia,Franklin County,22084,23349
13,121,Georgia,Fulton County,920581,1063937
13,123,Georgia,Gilmer County,28292,31369
13,125,Georgia,Glascock County,3082,2971
13,127,Georgia,Glynn County,79626,85292
13,129,Georgia,Gordon County,55186,57963
13,131,Georgia,Grady County,25011,24633
13,133,Georgia,Greene County,15994,18324
13,135,Georgia,Gwinnett County,805321,936250
13,137,Georgia,Habersham County,43041,45328
13,139,Georgia,Hall County,179684,204441
13,141,Georgia,Hancock County,9429,8457
13,143,Georgia,Haralson County,28780,29792
13,145,Georgia,Harris County,32024,35236
13,147,Georgia,Hart County,25213,26205
13,149,Georgia,Heard County,11834,11923
13,151,Georgia,Henry County,203922,234561
13,153,Georgia,Houston County,139900,157863
13,155,Georgia,Irwin County,9538,9416
13,157,Georgia,Jackson County,60485,72977
13,159,Georgia,Jasper County,13900,14219
13,161,Georgia,Jeff Davis County,15068,15115
13,163,Georgia,Jefferson County,16930,15362
13,165,Georgia,Jenkins County,8340,8676
13,167,Georgia,Johnson County,9980,9643
13,169,Georgia,Jones County,28669,28735
13,171,Georgia,Lamar County,18317,19077
13,173,Georgia,Lanier County,10078,10423
13,175,Georgia,Laurens County,48434,47546
13,177,Georgia,Lee County,28298,29992
13,179,Georgia,Liberty County,63453,61435
13,181,Georgia,Lincoln County,7996,7921
13,183,Georgia,Long County,14464,19559
13,185,Georgia,Lowndes County,109233,117406
13,187,Georgia,Lumpkin County,29966,33610
13,189,Georgia,McDuffie County,21875,21312
13,191,Georgia,McIntosh County,14333,14378
13,193,Georgia,Macon County,14740,12947
13,195,Georgia,Madison County,28120,29880
13,197,Georgia,Marion County,8742,8359
13,199,Georgia,Meriwether County,21992,21167
13,201,Georgia,Miller County,6125,5718
13,205,Georgia,Mitchell County,23498,21863
13,207,Georgia,Monroe County,26424,27578
13,209,Georgia,Montgomery County,9123,9172
13,211,Georgia,Morgan County,17868,19276
13,213,Georgia,Murray County,39628,40096
13,215,Georgia,Muscogee County,189885,195769
13,217,Georgia,Newton County,99958,111744
13,219,Georgia,Oconee County,32808,40280
13,221,Georgia,Oglethorpe County,14899,15259
13,223,Georgia,Paulding County,142324,168667
13,225,Georgia,Peach County,27695,27546
13,227,Georgia,Pickens County,29431,32591
13,229,Georgia,Pierce County,18758,19465
13,231,Georgia,Pike County,17869,18962
13,233,Georgia,Polk County,41475,42613
13,235,Georgia,Pulaski County,12010,11137
13,237,Georgia,Putnam County,21218,22119
13,239,Georgia,Quitman County,2513,2299
13,241,Georgia,Rabun County,16276,17137
13,243,Georgia,Randolph County,7719,6778
13,245,Georgia,Richmond County,200549,202518
13,247,Georgia,Rockdale County,85215,90896
13,249,Georgia,Schley County,5010,5257
13,251,Georgia,Screven County,14593,13966
13,253,Georgia,Seminole County,8729,8090
13,255,Georgia,Spalding County,64073,66703
13,257,Georgia,Stephens County,26175,25925
13,259,Georgia,Stewart County,6058,6621
13,261,Georgia,Sumter County,32819,29524
13,263,Georgia,Talbot County,6865,6195
13,265,Georgia,Taliaferro County,1717,1537
13,267,Georgia,Tattnall County,25520,25286
13,269,Georgia,Taylor County,8906,8020
13,271,Georgia,Telfair County,16500,15860
13,273,Georgia,Terrell County,9315,8531
13,275,Georgia,Thomas County,44720,44451
13,277,Georgia,Tift County,40118,40644
13,279,Georgia,Toombs County,27223,26830
13,281,Georgia,Towns County,10471,12037
13,283,Georgia,Treutlen County,6885,6901
13,285,Georgia,Troup County,67044,69922
13,287,Georgia,Turner County,8930,7985
13,289,Georgia,Twiggs County,9023,8120
13,291,Georgia,Union County,21356,24511
13,293,Georgia,Upson County,27153,26320
13,295,Georgia,Walker County,68756,69761
13,297,Georgia,Walton County,83768,94593
13,299,Georgia,Ware County,36312,35734
13,301,Georgia,Warren County,5834,5254
13,303,Georgia,Washington County,21187,20374
13,305,Georgia,Wayne County,30099,29927
13,307,Georgia,Webster County,2799,2607
13,309,Georgia,Wheeler County,7421,7855
13,311,Georgia,White County,27144,30798
13,313,Georgia,Whitfield County,102599,104628
13,315,Georgia,Wilcox County,9255,8635
13,317,Georgia,Wilkes County,10593,9777
13,319,Georgia,Wilkinson County,9563,8954
13,321,Georgia,Worth County,21679,20247
15,0,Hawaii,Hawaii,1360301,1415872
15,1,Hawaii,Hawaii County,185079,201513
15,3,Hawaii,Honolulu County,953207,974563
15,5,Hawaii,Kalawao County,90,86
15,7,Hawaii,Kauai County,67091,72293
15,9,Hawaii,Maui County,154834,167417
16,0,Idaho,Idaho,1567582,1787065
16,1,Idaho,Ada County,392365,481587
16,3,Idaho,Adams County,3976,4294
16,5,Idaho,Bannock County,82839,87808
16,7,Idaho,Bear Lake County,5986,6125
16,9,Idaho,Benewah County,9285,9298
16,11,Idaho,Bingham County,45607,46811
16,13,Idaho,Blaine County,21376,23021
16,15,Idaho,Boise County,7028,7831
16,17,Idaho,Bonner County,40877,45739
16,19,Idaho,Bonneville County,104234,119062
16,21,Idaho,Boundary County,10972,12245
16,23,Idaho,Butte County,2891,2597
16,25,Idaho,Camas County,1117,1106
16,27,Idaho,Canyon County,188923,229849
16,29,Idaho,Caribou County,6963,7155
16,31,Idaho,Cassia County,22952,24030
16,33,Idaho,Clark County,982,845
16,35,Idaho,Clearwater County,8761,8756
16,37,Idaho,Custer County,4368,4315
16,39,Idaho,Elmore County,27038,27511
16,41,Idaho,Franklin County,12786,13876
16,43,Idaho,Fremont County,13242,13099
16,45,Idaho,Gem County,16719,18112
16,47,Idaho,Gooding County,15464,15179
16,49,Idaho,Idaho County,16267,16667
16,51,Idaho,Jefferson County,26140,29871
16,53,Idaho,Jerome County,22374,24412
16,55,Idaho,Kootenai County,138494,165697
16,57,Idaho,Latah County,37244,40108
16,59,Idaho,Lemhi County,7936,8027
16,61,Idaho,Lewis County,3821,3838
16,63,Idaho,Lincoln County,5208,5366
16,65,Idaho,Madison County,37536,39907
16,67,Idaho,Minidoka County,20069,21039
16,69,Idaho,Nez Perce County,39265,40408
16,71,Idaho,Oneida County,4286,4531
16,73,Idaho,Owyhee County,11526,11823
16,75,Idaho,Payette County,22623,23951
16,77,Idaho,Power County,7817,7681
16,79,Idaho,Shoshone County,12765,12882
16,81,Idaho,Teton County,10170,12142
16,83,Idaho,Twin Falls County,77230,86878
16,85,Idaho,Valley County,9862,11392
16,87,Idaho,Washington County,10198,10194
17,0,Illinois,Illinois,12830632,12671821
17,1,Illinois,Adams County,67103,65435
17,3,Illinois,Alexander County,8238,5761
17,5,Illinois,Bond County,17768,16426
17,7,Illinois,Boone County,54165,53544
17,9,Illinois,Brown County,6937,6578
17,11,Illinois,Bureau County,34978,32628
17,13,Illinois,Calhoun County,5089,4739
17,15,Illinois,Carroll County,15387,14305
17,17,Illinois,Cass County,13642,12147
17,19,Illinois,Champaign County,201081,209689
17,21,Illinois,Christian County,34800,32304
17,23,Illinois,Clark County,16335,15441
17,25,Illinois,Clay County,13815,13184
17,27,Illinois,Clinton County,37762,37562
17,29,Illinois,Coles County,53873,50621
17,31,Illinois,Cook County,5194675,5150233
17,33,Illinois,Crawford County,19817,18667
17,35,Illinois,Cumberland County,11048,10766
17,37,Illinois,DeKalb County,105160,104897
17,39,Illinois,De Witt County,16561,15638
17,41,Illinois,Douglas County,19980,19465
17,43,Illinois,DuPage County,916924,922921
17,45,Illinois,Edgar County,18576,17161
17,47,Illinois,Edwards County,6721,6395
17,49,Illinois,Effingham County,34242,34008
17,51,Illinois,Fayette County,22140,21336
17,53,Illinois,Ford County,14081,12961
17,55,Illinois,Franklin County,39561,38469
17,57,Illinois,Fulton County,37069,34340
17,59,Illinois,Gallatin County,5589,4828
17,61,Illinois,Greene County,13886,12969
17,63,Illinois,Grundy County,50063,51054
17,65,Illinois,Hamilton County,8457,8116
17,67,Illinois,Hancock County,19104,17708
17,69,Illinois,Hardin County,4320,3821
17,71,Illinois,Henderson County,7331,6646
17,73,Illinois,Henry County,50486,48913
17,75,Illinois,Iroquois County,29718,27114
17,77,Illinois,Jackson County,60218,56750
17,79,Illinois,Jasper County,9698,9610
17,81,Illinois,Jefferson County,38827,37684
17,83,Illinois,Jersey County,22985,21773
17,85,Illinois,Jo Daviess County,22678,21235
17,87,Illinois,Johnson County,12582,12417
17,89,Illinois,Kane County,515269,532403
17,91,Illinois,Kankakee County,113449,109862
17,93,Illinois,Kendall County,114736,128990
17,95,Illinois,Knox County,52919,49699
17,97,Illinois,Lake County,703462,696535
17,99,Illinois,LaSalle County,113924,108669
17,101,Illinois,Lawrence County,16833,15678
17,103,Illinois,Lee County,36031,34096
